pitch_type,zone,hand,n,ball,called,whiff,foul,out,single,double,hr,ball_pct,called_pct,whiff_pct,foul_pct,out_pct,single_pct,double_pct,hr_pct
FS,11,LR,5,4,0,0,1,0,0,0,0,80.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
FS,11,LL,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
FS,12,RR,17,14,0,1,2,0,0,0,0,82.4,0.0,5.9,11.8,0.0,0.0,0.0,0.0
FS,12,RL,21,18,0,0,2,1,0,0,0,85.7,0.0,0.0,9.5,4.8,0.0,0.0,0.0
FS,12,LR,59,49,0,3,3,2,2,0,0,83.1,0.0,5.1,5.1,3.4,3.4,0.0,0.0
FS,12,LL,1,1,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FS,13,RR,375,198,0,84,68,12,10,1,2,52.8,0.0,22.4,18.1,3.2,2.7,0.3,0.5
FS,13,RL,1177,661,0,248,126,110,27,4,1,56.2,0.0,21.1,10.7,9.3,2.3,0.3,0.1
FS,13,LR,98,63,0,24,7,2,2,0,0,64.3,0.0,24.5,7.1,2.0,2.0,0.0,0.0
FS,13,LL,13,6,0,6,1,0,0,0,0,46.2,0.0,46.2,7.7,0.0,0.0,0.0,0.0
FS,14,RR,593,418,0,104,32,29,10,0,0,70.5,0.0,17.5,5.4,4.9,1.7,0.0,0.0
FS,14,RL,743,528,0,131,58,16,7,3,0,71.1,0.0,17.6,7.8,2.2,0.9,0.4,0.0
FS,14,LR,173,102,0,38,15,14,3,1,0,59.0,0.0,22.0,8.7,8.1,1.7,0.6,0.0
FS,14,LL,10,5,0,3,1,1,0,0,0,50.0,0.0,30.0,10.0,10.0,0.0,0.0,0.0
SV,1,RR,7,0,4,0,2,1,0,0,0,0.0,57.1,0.0,28.6,14.3,0.0,0.0,0.0
SV,1,RL,8,0,6,1,1,0,0,0,0,0.0,75.0,12.5,12.5,0.0,0.0,0.0,0.0
SV,1,LR,5,0,1,0,3,1,0,0,0,0.0,20.0,0.0,60.0,20.0,0.0,0.0,0.0
SV,1,LL,1,0,1,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
SV,2,RR,6,0,5,0,0,1,0,0,0,0.0,83.3,0.0,0.0,16.7,0.0,0.0,0.0
SV,2,RL,3,0,2,1,0,0,0,0,0,0.0,66.7,33.3,0.0,0.0,0.0,0.0,0.0
SV,2,LR,11,0,7,0,2,2,0,0,0,0.0,63.6,0.0,18.2,18.2,0.0,0.0,0.0
SV,2,LL,4,0,1,0,1,1,0,1,0,0.0,25.0,0.0,25.0,25.0,0.0,25.0,0.0
SV,3,RR,5,0,2,2,1,0,0,0,0,0.0,40.0,40.0,20.0,0.0,0.0,0.0,0.0
SV,3,RL,0,0,0,0,0,0,0,0,0,,,,,,,,
SV,3,LR,10,0,8,0,1,1,0,0,0,0.0,80.0,0.0,10.0,10.0,0.0,0.0,0.0
SV,3,LL,6,0,4,1,0,1,0,0,0,0.0,66.7,16.7,0.0,16.7,0.0,0.0,0.0
SV,4,RR,5,0,3,0,0,1,1,0,0,0.0,60.0,0.0,0.0,20.0,20.0,0.0,0.0
SV,4,RL,18,0,7,2,4,3,1,1,0,0.0,38.9,11.1,22.2,16.7,5.6,5.6,0.0
SV,4,LR,20,0,4,2,11,2,1,0,0,0.0,20.0,10.0,55.0,10.0,5.0,0.0,0.0
SV,4,LL,10,0,1,2,4,3,0,0,0,0.0,10.0,20.0,40.0,30.0,0.0,0.0,0.0
SV,5,RR,19,0,7,0,8,3,1,0,0,0.0,36.8,0.0,42.1,15.8,5.3,0.0,0.0
SV,5,RL,15,0,3,1,4,5,1,1,0,0.0,20.0,6.7,26.7,33.3,6.7,6.7,0.0
SV,5,LR,18,0,8,1,4,4,0,0,1,0.0,44.4,5.6,22.2,22.2,0.0,0.0,5.6
SV,5,LL,7,0,2,0,1,3,1,0,0,0.0,28.6,0.0,14.3,42.9,14.3,0.0,0.0
SV,6,RR,21,0,9,1,2,4,4,0,1,0.0,42.9,4.8,9.5,19.0,19.0,0.0,4.8
SV,6,RL,7,0,2,0,4,1,0,0,0,0.0,28.6,0.0,57.1,14.3,0.0,0.0,0.0
SV,6,LR,19,0,14,0,2,0,3,0,0,0.0,73.7,0.0,10.5,0.0,15.8,0.0,0.0
SV,6,LL,9,0,2,1,3,1,0,1,1,0.0,22.2,11.1,33.3,11.1,0.0,11.1,11.1
SV,7,RR,6,0,4,0,1,0,0,0,1,0.0,66.7,0.0,16.7,0.0,0.0,0.0,16.7
SV,7,RL,14,0,10,0,1,2,1,0,0,0.0,71.4,0.0,7.1,14.3,7.1,0.0,0.0
SV,7,LR,12,0,4,4,2,2,0,0,0,0.0,33.3,33.3,16.7,16.7,0.0,0.0,0.0
SV,7,LL,9,0,4,1,2,1,1,0,0,0.0,44.4,11.1,22.2,11.1,11.1,0.0,0.0
SV,8,RR,23,0,5,2,5,8,0,1,2,0.0,21.7,8.7,21.7,34.8,0.0,4.3,8.7
SV,8,RL,27,0,11,1,10,4,1,0,0,0.0,40.7,3.7,37.0,14.8,3.7,0.0,0.0
SV,8,LR,25,0,13,5,5,1,1,0,0,0.0,52.0,20.0,20.0,4.0,4.0,0.0,0.0
SV,8,LL,15,0,5,2,3,3,0,1,1,0.0,33.3,13.3,20.0,20.0,0.0,6.7,6.7
SV,9,RR,32,0,14,3,7,5,2,1,0,0.0,43.8,9.4,21.9,15.6,6.3,3.1,0.0
SV,9,RL,15,0,5,0,7,1,0,2,0,0.0,33.3,0.0,46.7,6.7,0.0,13.3,0.0
SV,9,LR,9,0,6,0,1,1,1,0,0,0.0,66.7,0.0,11.1,11.1,11.1,0.0,0.0
SV,9,LL,2,0,1,0,1,0,0,0,0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0
SV,11,RR,7,7,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV,11,RL,30,28,0,0,1,1,0,0,0,93.3,0.0,0.0,3.3,3.3,0.0,0.0,0.0
SV,11,LR,3,2,0,1,0,0,0,0,0,66.7,0.0,33.3,0.0,0.0,0.0,0.0,0.0
SV,11,LL,3,2,0,0,1,0,0,0,0,66.7,0.0,0.0,33.3,0.0,0.0,0.0,0.0
SV,12,RR,9,7,0,1,1,0,0,0,0,77.8,0.0,11.1,11.1,0.0,0.0,0.0,0.0
SV,12,RL,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
SV,12,LR,28,27,0,0,1,0,0,0,0,96.4,0.0,0.0,3.6,0.0,0.0,0.0,0.0
SV,12,LL,8,8,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV,13,RR,10,7,0,0,1,1,0,0,1,70.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0
SV,13,RL,29,26,0,1,0,2,0,0,0,89.7,0.0,3.4,0.0,6.9,0.0,0.0,0.0
SV,13,LR,54,36,0,10,7,1,0,0,0,66.7,0.0,18.5,13.0,1.9,0.0,0.0,0.0
SV,13,LL,73,52,0,9,7,3,2,0,0,71.2,0.0,12.3,9.6,4.1,2.7,0.0,0.0
SV,14,RR,185,128,0,39,10,6,2,0,0,69.2,0.0,21.1,5.4,3.2,1.1,0.0,0.0
SV,14,RL,81,54,0,18,9,0,0,0,0,66.7,0.0,22.2,11.1,0.0,0.0,0.0,0.0
SV,14,LR,41,37,0,0,2,1,0,1,0,90.2,0.0,0.0,4.9,2.4,0.0,2.4,0.0
SV,14,LL,10,7,0,1,2,0,0,0,0,70.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0
